#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
AJO88023.1	71421.HI_0607	2.06e-192	534.0	COG0169@1|root,COG0169@2|Bacteria,1MY1Z@1224|Proteobacteria,1RRSP@1236|Gammaproteobacteria,1Y70B@135625|Pasteurellales	135625|Pasteurellales	E	Protein involved in binding, catalytic activity, shikimate 5-dehydrogenase activity, metabolic process and oxidation-reduction process	Z012_06265	GO:0000166,GO:0003674,GO:0003824,GO:0004764,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019632,GO:0019752,GO:0032787,GO:0036094,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901576,GO:1901615	1.1.1.25	ko:K00014	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02413	RC00206	ko00000,ko00001,ko00002,ko01000	-	-	-	Shikimate_dh_N
AJO88024.1	71421.HI_0606	1.02e-190	529.0	COG1045@1|root,COG1045@2|Bacteria,1MVFX@1224|Proteobacteria,1RNCA@1236|Gammaproteobacteria,1Y7PT@135625|Pasteurellales	135625|Pasteurellales	E	serine acetyltransferase	cysE	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006534,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008374,GO:0008652,GO:0009001,GO:0009058,GO:0009069,GO:0009070,GO:0009987,GO:0016053,GO:0016407,GO:0016412,GO:0016413,GO:0016740,GO:0016746,GO:0016747,GO:0019344,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.3.1.30	ko:K00640	ko00270,ko00920,ko01100,ko01110,ko01120,ko01200,ko01230,ko05111,map00270,map00920,map01100,map01110,map01120,map01200,map01230,map05111	M00021	R00586	RC00004,RC00041	ko00000,ko00001,ko00002,ko01000	-	-	-	Hexapep,SATase_N
AJO88025.1	71421.HI_0605	2.08e-240	660.0	COG0240@1|root,COG0240@2|Bacteria,1MUU3@1224|Proteobacteria,1RPQ7@1236|Gammaproteobacteria,1Y6UY@135625|Pasteurellales	135625|Pasteurellales	I	Glycerol-3-phosphate dehydrogenase	gpsA	-	1.1.1.94	ko:K00057	ko00564,ko01110,map00564,map01110	-	R00842,R00844	RC00029	ko00000,ko00001,ko01000	-	-	-	NAD_Gly3P_dh_C,NAD_Gly3P_dh_N
AJO88026.1	71421.HI_0604	0.0	1701.0	COG3072@1|root,COG3072@2|Bacteria,1PI5T@1224|Proteobacteria,1RMPZ@1236|Gammaproteobacteria,1Y7HK@135625|Pasteurellales	135625|Pasteurellales	F	Adenylate cyclase	cyaA	GO:0003674,GO:0003824,GO:0004016,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009975,GO:0016829,GO:0016849,GO:0044424,GO:0044464	4.6.1.1	ko:K05851	ko00230,ko02026,ko05111,map00230,map02026,map05111	-	R00089,R00434	RC00295	ko00000,ko00001,ko01000	-	-	-	Adenyl_cycl_N,Adenylate_cycl
AJO88027.1	1028803.GG9_1727	1.82e-211	593.0	COG2959@1|root,COG2959@2|Bacteria,1MY3A@1224|Proteobacteria,1RNJY@1236|Gammaproteobacteria,1Y6U2@135625|Pasteurellales	135625|Pasteurellales	H	enzyme of heme biosynthesis	hemX	-	2.1.1.107	ko:K02496	ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120	M00121	R03194	RC00003,RC00871	ko00000,ko00001,ko00002,ko01000	-	-	-	HemX
AJO88028.1	71421.HI_0602	7.98e-292	798.0	COG3071@1|root,COG3071@2|Bacteria,1MU7A@1224|Proteobacteria,1RMRG@1236|Gammaproteobacteria,1Y6YR@135625|Pasteurellales	135625|Pasteurellales	H	enzyme of heme biosynthesis	hemY	-	-	ko:K02498	-	-	-	-	ko00000	-	-	-	HemY_N
AJO88029.1	1028803.GG9_1725	6.32e-79	236.0	COG3223@1|root,COG3223@2|Bacteria,1RD8R@1224|Proteobacteria,1S4FE@1236|Gammaproteobacteria,1Y933@135625|Pasteurellales	135625|Pasteurellales	S	Belongs to the PsiE family	psiE	-	-	ko:K13256	-	-	-	-	ko00000	-	-	-	PsiE
AJO88030.1	71421.HI_1739.1	2.05e-277	758.0	COG1304@1|root,COG1304@2|Bacteria,1MUEZ@1224|Proteobacteria,1RPA1@1236|Gammaproteobacteria,1Y89D@135625|Pasteurellales	135625|Pasteurellales	C	Catalyzes the conversion of L-lactate to pyruvate. Is coupled to the respiratory chain	lldD	-	1.1.2.3	ko:K00101	ko00620,ko01100,map00620,map01100	-	R00196	RC00044	ko00000,ko00001,ko01000	-	-	-	FMN_dh
AJO88031.1	71421.HI_1739.2	4.51e-195	540.0	COG0796@1|root,COG0796@2|Bacteria,1NAI2@1224|Proteobacteria,1RPU9@1236|Gammaproteobacteria,1Y6T4@135625|Pasteurellales	135625|Pasteurellales	M	Provides the (R)-glutamate required for cell wall biosynthesis	murI	GO:0000270,GO:0003674,GO:0003824,GO:0006022,GO:0006023,GO:0006024,GO:0006807,GO:0008150,GO:0008152,GO:0008881,GO:0009058,GO:0009059,GO:0009252,GO:0009273,GO:0009987,GO:0016853,GO:0016854,GO:0016855,GO:0030203,GO:0034645,GO:0036361,GO:0042546,GO:0043170,GO:0044036,GO:0044038,GO:0044085,GO:0044237,GO:0044249,GO:0044260,GO:0047661,GO:0070589,GO:0071554,GO:0071704,GO:0071840,GO:1901135,GO:1901137,GO:1901564,GO:1901566,GO:1901576	5.1.1.3	ko:K01776	ko00471,ko01100,map00471,map01100	-	R00260	RC00302	ko00000,ko00001,ko01000,ko01011	-	-	-	Asp_Glu_race
AJO88032.1	71421.HI_1740	0.0	1342.0	COG1200@1|root,COG1200@2|Bacteria,1MWN2@1224|Proteobacteria,1RMMQ@1236|Gammaproteobacteria,1Y6W7@135625|Pasteurellales	135625|Pasteurellales	L	Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA)	recG	GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010501,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0070035,GO:0071704,GO:0090304,GO:0140098,GO:1901360	3.6.4.12	ko:K03655	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	DEAD,Helicase_C,RecG_wedge
AJO88033.1	1028805.GGC_1570	0.0	1359.0	COG0317@1|root,COG0317@2|Bacteria,1MU44@1224|Proteobacteria,1RN3H@1236|Gammaproteobacteria,1Y9S2@135625|Pasteurellales	135625|Pasteurellales	F	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance	spoT	GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009259,GO:0009605,GO:0009987,GO:0009991,GO:0015969,GO:0016020,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0019637,GO:0019693,GO:0030312,GO:0031667,GO:0033865,GO:0033875,GO:0034032,GO:0034035,GO:0034641,GO:0042278,GO:0042578,GO:0042594,GO:0044237,GO:0044238,GO:0044281,GO:0044464,GO:0046128,GO:0046483,GO:0050896,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:1901068,GO:1901135,GO:1901360,GO:1901564,GO:1901657	2.7.6.5,3.1.7.2	ko:K01139	ko00230,map00230	-	R00336,R00429	RC00002,RC00078	ko00000,ko00001,ko01000,ko03009	-	-	-	ACT_4,HD_4,RelA_SpoT,TGS
AJO88034.1	71421.HI_1742	1.02e-51	163.0	COG1758@1|root,COG1758@2|Bacteria,1N6TX@1224|Proteobacteria,1SCSR@1236|Gammaproteobacteria,1Y90F@135625|Pasteurellales	135625|Pasteurellales	K	Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits	rpoZ	-	2.7.7.6	ko:K03060	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_Rpb6
AJO88035.1	71421.HI_1743	3.55e-139	394.0	COG0194@1|root,COG0194@2|Bacteria,1MW92@1224|Proteobacteria,1RN09@1236|Gammaproteobacteria,1Y79F@135625|Pasteurellales	135625|Pasteurellales	F	Essential for recycling GMP and indirectly, cGMP	gmk	GO:0003674,GO:0003824,GO:0004385,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009126,GO:0009132,GO:0009135,GO:0009150,GO:0009161,GO:0009165,GO:0009167,GO:0009179,GO:0009185,GO:0009259,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0042278,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046037,GO:0046128,GO:0046483,GO:0046710,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072521,GO:0090407,GO:1901068,GO:1901135,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901576,GO:1901657	2.7.4.8	ko:K00942	ko00230,ko01100,map00230,map01100	M00050	R00332,R02090	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Guanylate_kin
AJO88036.1	71421.HI_0001	1.86e-245	674.0	COG0057@1|root,COG0057@2|Bacteria,1MU93@1224|Proteobacteria,1RMBM@1236|Gammaproteobacteria,1Y7CZ@135625|Pasteurellales	135625|Pasteurellales	G	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family	gapA	GO:0000166,GO:0003674,GO:0003824,GO:0004365,GO:0005488,GO:0008150,GO:0008152,GO:0016491,GO:0016620,GO:0016903,GO:0036094,GO:0043891,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0097159,GO:1901265,GO:1901363	1.2.1.12	ko:K00134	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010	M00001,M00002,M00003,M00165,M00166,M00308,M00552	R01061	RC00149	ko00000,ko00001,ko00002,ko01000,ko04131,ko04147	-	-	-	Gp_dh_C,Gp_dh_N
AJO88037.1	71421.HI_0002	0.0	1176.0	COG1022@1|root,COG1022@2|Bacteria,1MU4D@1224|Proteobacteria,1RPNE@1236|Gammaproteobacteria,1YA0S@135625|Pasteurellales	135625|Pasteurellales	I	AMP-binding enzyme	-	-	6.2.1.3	ko:K01897	ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920	M00086	R01280	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000,ko01004,ko04147	4.C.1.1	-	-	AMP-binding
AJO88038.1	71421.HI_0003	9.34e-182	506.0	COG0561@1|root,COG0561@2|Bacteria,1MXIH@1224|Proteobacteria,1RQH8@1236|Gammaproteobacteria,1Y98G@135625|Pasteurellales	135625|Pasteurellales	S	Sucrose-6F-phosphate phosphohydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Hydrolase_3
AJO88039.1	1028803.GG9_0345	1.29e-101	295.0	COG0319@1|root,COG0319@2|Bacteria,1MZ67@1224|Proteobacteria,1S6BS@1236|Gammaproteobacteria,1Y8GN@135625|Pasteurellales	135625|Pasteurellales	J	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA	ybeY	-	-	ko:K07042	-	-	-	-	ko00000,ko03009	-	-	-	UPF0054
AJO88040.1	71421.HI_0005	1.63e-193	536.0	COG1526@1|root,COG1526@2|Bacteria,1NRU0@1224|Proteobacteria,1RNFH@1236|Gammaproteobacteria,1Y9JU@135625|Pasteurellales	135625|Pasteurellales	C	Required for formate dehydrogenase (FDH) activity. Acts as a sulfur carrier protein that transfers sulfur from IscS to the molybdenum cofactor prior to its insertion into FDH	fdhD	-	-	ko:K02379	-	-	-	-	ko00000	-	-	-	FdhD-NarQ
AJO88041.1	1028803.GG9_0264	1.41e-147	415.0	COG0243@1|root,COG0243@2|Bacteria,1MWPS@1224|Proteobacteria,1RMHM@1236|Gammaproteobacteria,1Y7FW@135625|Pasteurellales	135625|Pasteurellales	C	formate dehydrogenase	Z012_05590	-	1.17.1.9	ko:K00123	ko00630,ko00680,ko01100,ko01120,ko01200,map00630,map00680,map01100,map01120,map01200	-	R00519	RC02796	ko00000,ko00001,ko01000	-	-	-	Molybdop_Fe4S4,Molybdopterin
AJO88042.1	1028803.GG9_0263	0.0	1667.0	COG0243@1|root,COG3383@1|root,COG0243@2|Bacteria,COG3383@2|Bacteria,1MW3N@1224|Proteobacteria,1RN6N@1236|Gammaproteobacteria,1Y80K@135625|Pasteurellales	135625|Pasteurellales	C	Belongs to the prokaryotic molybdopterin-containing oxidoreductase family	Z012_05585	-	1.17.1.9	ko:K00123	ko00630,ko00680,ko01100,ko01120,ko01200,map00630,map00680,map01100,map01120,map01200	-	R00519	RC02796	ko00000,ko00001,ko01000	-	-	-	Molybdop_Fe4S4,Molybdopterin,Molydop_binding
AJO88043.1	71421.HI_0007	2.72e-238	653.0	COG0437@1|root,COG0437@2|Bacteria,1MU1B@1224|Proteobacteria,1RNFG@1236|Gammaproteobacteria,1Y7GM@135625|Pasteurellales	135625|Pasteurellales	C	formate dehydrogenase	fdxH	-	-	ko:K00124	ko00630,ko00680,ko01100,ko01120,ko01200,map00630,map00680,map01100,map01120,map01200	-	R00519	RC02796	ko00000,ko00001	-	-	-	Fer4_11,Fer4_4,Form-deh_trans
AJO88044.1	71421.HI_0008	3.7e-174	485.0	COG2864@1|root,COG2864@2|Bacteria,1MXFQ@1224|Proteobacteria,1RRKV@1236|Gammaproteobacteria,1Y791@135625|Pasteurellales	135625|Pasteurellales	C	formate dehydrogenase	fdxI	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006091,GO:0008150,GO:0008152,GO:0009061,GO:0009326,GO:0009987,GO:0015942,GO:0015944,GO:0015980,GO:0016020,GO:0016021,GO:0016491,GO:0016903,GO:0016999,GO:0017144,GO:0019752,GO:0031224,GO:0032787,GO:0032991,GO:0036397,GO:0043436,GO:0044237,GO:0044281,GO:0044425,GO:0044464,GO:0045333,GO:0052738,GO:0055114,GO:0071704,GO:0071944,GO:1902494	-	ko:K00127	ko00630,ko00680,ko01100,ko01120,ko01200,map00630,map00680,map01100,map01120,map01200	-	R00519	RC02796	ko00000,ko00001	-	-	-	Ni_hydr_CYTB
AJO88045.1	71421.HI_0009	1.86e-215	595.0	COG3058@1|root,COG3058@2|Bacteria,1NK06@1224|Proteobacteria,1RQC4@1236|Gammaproteobacteria,1Y7A1@135625|Pasteurellales	135625|Pasteurellales	O	Necessary for formate dehydrogenase activity	fdhE	-	-	ko:K02380	-	-	-	-	ko00000	-	-	-	FdhE
AJO88046.1	71421.HI_0010	8.25e-101	292.0	COG0454@1|root,COG0456@2|Bacteria,1RIE6@1224|Proteobacteria,1S9G0@1236|Gammaproteobacteria,1Y8P1@135625|Pasteurellales	135625|Pasteurellales	K	This enzyme acetylates the N-terminal alanine of ribosomal protein S18	rimI	-	2.3.1.128	ko:K03789	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_1
AJO88047.1	71421.HI_0011	1.12e-90	265.0	COG3050@1|root,COG3050@2|Bacteria,1RH2F@1224|Proteobacteria,1S634@1236|Gammaproteobacteria,1YA7D@135625|Pasteurellales	135625|Pasteurellales	F	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity. The exact function of the psi subunit is	holD	-	2.7.7.7	ko:K02344	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_III_psi
AJO88048.1	71421.HI_0012	2.61e-236	650.0	COG2813@1|root,COG2813@2|Bacteria,1MXE9@1224|Proteobacteria,1RQCH@1236|Gammaproteobacteria,1Y9Q3@135625|Pasteurellales	135625|Pasteurellales	J	Specifically methylates the guanine in position 1207 of 16S rRNA in the 30S particle	rsmC	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0008990,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0052914,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	2.1.1.172	ko:K00564	-	-	R07234	RC00003	ko00000,ko01000,ko03009	-	-	-	MTS,MTS_N
AJO88049.1	1028805.GGC_0825	9.24e-216	595.0	COG1159@1|root,COG1159@2|Bacteria,1MUKT@1224|Proteobacteria,1RN3A@1236|Gammaproteobacteria,1Y7ZU@135625|Pasteurellales	135625|Pasteurellales	S	An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism	era	-	-	ko:K03595	-	-	-	-	ko00000,ko03009,ko03029	-	-	-	KH_2,MMR_HSR1
AJO88050.1	1028803.GG9_0255	1.62e-158	444.0	COG0571@1|root,COG0571@2|Bacteria,1MUQ6@1224|Proteobacteria,1RN0C@1236|Gammaproteobacteria,1Y7NI@135625|Pasteurellales	135625|Pasteurellales	J	Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism	rnc	GO:0003674,GO:0003676,GO:0003723,GO:0003725,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004525,GO:0004540,GO:0005488,GO:0006139,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0032296,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0140098,GO:1901360,GO:1901363	3.1.26.3	ko:K03685	ko03008,ko05205,map03008,map05205	-	-	-	ko00000,ko00001,ko01000,ko03009,ko03019,ko03036	-	-	-	Ribonucleas_3_3,dsrm
AJO88051.1	1028803.GG9_0254	1.18e-253	695.0	COG0681@1|root,COG0681@2|Bacteria,1MXUF@1224|Proteobacteria,1RMHI@1236|Gammaproteobacteria,1Y9WQ@135625|Pasteurellales	135625|Pasteurellales	U	Protein involved in serine-type peptidase activity and proteolysis	lepB	-	3.4.21.89	ko:K03100	ko02024,ko03060,map02024,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_S24,Peptidase_S26
AJO88052.1	1028803.GG9_0253	0.0	1176.0	COG0481@1|root,COG0481@2|Bacteria,1MVZA@1224|Proteobacteria,1RPFB@1236|Gammaproteobacteria,1Y82A@135625|Pasteurellales	135625|Pasteurellales	M	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner	lepA	-	-	ko:K03596	ko05134,map05134	-	-	-	ko00000,ko00001	-	-	-	EFG_C,GTP_EFTU,GTP_EFTU_D2,LepA_C
AJO88053.1	1028803.GG9_0248	1.76e-86	254.0	COG3445@1|root,COG3445@2|Bacteria,1RDRB@1224|Proteobacteria,1S45G@1236|Gammaproteobacteria,1Y8E6@135625|Pasteurellales	135625|Pasteurellales	S	Acts as a radical domain for damaged PFL and possibly other radical proteins	grcA	GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006566,GO:0006567,GO:0006807,GO:0008150,GO:0008152,GO:0008861,GO:0009056,GO:0009063,GO:0009066,GO:0009068,GO:0009987,GO:0016054,GO:0016407,GO:0016408,GO:0016453,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046395,GO:0071704,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	-	ko:K06866	-	-	-	-	ko00000	-	-	-	Gly_radical
AJO88054.1	1028803.GG9_0247	2.15e-159	446.0	COG0692@1|root,COG0692@2|Bacteria,1MV80@1224|Proteobacteria,1RPDH@1236|Gammaproteobacteria,1Y793@135625|Pasteurellales	135625|Pasteurellales	L	Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine	ung	GO:0003674,GO:0003824,GO:0004844,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006285,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097506,GO:0097510,GO:0140097,GO:1901360	3.2.2.27	ko:K03648	ko03410,ko05340,map03410,map05340	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UDG
AJO88055.1	71421.HI_0019	0.0	944.0	COG0621@1|root,COG0621@2|Bacteria,1MURS@1224|Proteobacteria,1RMD8@1236|Gammaproteobacteria,1Y6UC@135625|Pasteurellales	135625|Pasteurellales	J	Catalyzes the methylthiolation of N6- (dimethylallyl)adenosine (i(6)A), leading to the formation of 2- methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine	miaB	-	2.8.4.3	ko:K06168	-	-	R10645,R10646,R10647	RC00003,RC00980,RC03221,RC03222	ko00000,ko01000,ko03016	-	-	-	Radical_SAM,TRAM,UPF0004
AJO88056.1	71421.HI_0020	0.0	919.0	COG0471@1|root,COG0471@2|Bacteria,1MUSA@1224|Proteobacteria,1RMF3@1236|Gammaproteobacteria,1Y854@135625|Pasteurellales	135625|Pasteurellales	P	COG0471 Di- and tricarboxylate transporters	-	-	-	ko:K03319	-	-	-	-	ko00000	2.A.47	-	-	Na_sulph_symp
AJO88057.1	1028806.GGE_0124	0.0	898.0	COG1767@1|root,COG3697@1|root,COG1767@2|Bacteria,COG3697@2|Bacteria,1N9IK@1224|Proteobacteria,1RYW6@1236|Gammaproteobacteria,1Y7S6@135625|Pasteurellales	135625|Pasteurellales	H	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	citG	GO:0003674,GO:0003824,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016740,GO:0016772,GO:0016780,GO:0019538,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0046917,GO:0051186,GO:0051188,GO:0051189,GO:0051191,GO:0071704,GO:1901564,GO:1901576	2.4.2.52,2.7.7.61	ko:K13927	ko02020,map02020	-	R09675,R10706	RC00049,RC00063	ko00000,ko00001,ko01000	-	-	-	CitG,CitX
AJO88058.1	71421.HI_0022	0.0	967.0	COG3051@1|root,COG3051@2|Bacteria,1MYI9@1224|Proteobacteria,1RQ32@1236|Gammaproteobacteria,1Y6TU@135625|Pasteurellales	135625|Pasteurellales	C	citrate lyase, alpha	citF	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	2.8.3.10	ko:K01643	ko02020,map02020	-	R00362	RC00067,RC01118	ko00000,ko00001,ko01000	-	-	-	CitF
AJO88059.1	1028806.GGE_0122	2.31e-199	553.0	COG2301@1|root,COG2301@2|Bacteria,1MW0A@1224|Proteobacteria,1RNEJ@1236|Gammaproteobacteria,1Y89Z@135625|Pasteurellales	135625|Pasteurellales	G	Belongs to the HpcH HpaI aldolase family	citE	GO:0000287,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006107,GO:0008150,GO:0008152,GO:0009987,GO:0019752,GO:0043167,GO:0043169,GO:0043436,GO:0043648,GO:0044237,GO:0044281,GO:0044424,GO:0044464,GO:0046872,GO:0071704	4.1.3.34	ko:K01644	ko02020,map02020	-	R00362	RC00067,RC01118	ko00000,ko00001,ko01000	-	-	-	HpcH_HpaI
