#query seed_ortholog evalue score eggNOG_OGs max_annot_lvl COG_category Description Preferred_name GOs EC KEGG_ko KEGG_Pathway KEGG_Module KEGG_Reaction KEGG_rclass BRITE KEGG_TC CAZy BiGG_Reaction PFAMs																																																																																																																																																																																																				
AAG06334.1 287.DR97_4993 1.02e-161 459.0 COG5446@1|root	COG5446@2|Bacteria	1RBWQ@1224|Proteobacteria	1S72H@1236|Gammaproteobacteria	1YEW8@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Probable cobalt transporter subunit (CbtA) cbtA - - - - - - - - - - - CbtA																																																																																																																																																																																																
AAG06335.1 287.DR97_4992 6.09e-92 269.0 COG2073@1|root	COG2073@2|Bacteria	1RM18@1224|Proteobacteria	1TB7W@1236|Gammaproteobacteria	1YH2W@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria H Cobalamin synthesis G C-terminus - - 3.7.1.12 ko:K02189 ko00860	ko01100	map00860	map01100 - R07772 RC01545	RC02097 ko00000	ko00001	ko01000 - - - CbiG_C																																																																																																																																																																																										
AAG06336.1 287.DR97_4991 1.06e-179 500.0 COG2875@1|root	COG2875@2|Bacteria	1MVYY@1224|Proteobacteria	1RWPQ@1236|Gammaproteobacteria	1YFJ1@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria H Tetrapyrrole (Corrin/Porphyrin) Methylases cobM - 2.1.1.133	2.1.1.271 ko:K05936 ko00860	ko01100	map00860	map01100 - R05181	R05810 RC00003	RC01294	RC02049 ko00000	ko00001	ko01000 - - - TP_methylase																																																																																																																																																																																							
AAG06337.1 287.DR97_4990 2.11e-223 616.0 COG2267@1|root	COG2267@2|Bacteria	1REM6@1224|Proteobacteria	1S4U1@1236|Gammaproteobacteria	1YEI2@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria I Serine aminopeptidase	S33 - - - - - - - - - - - - Abhydrolase_1	Abhydrolase_6																																																																																																																																																																																														
AAG06338.1 287.DR97_4989 2.35e-287 785.0 COG3007@1|root	COG3007@2|Bacteria	1MWCQ@1224|Proteobacteria	1RPPP@1236|Gammaproteobacteria	1YI1Y@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria I Involved in the final reduction of the elongation cycle of fatty acid synthesis (FAS II). Catalyzes the reduction of a carbon-carbon double bond in an enoyl moiety that is covalently linked to an acyl carrier protein (ACP) fabV GO:0000166	GO:0003674	GO:0003824	GO:0004312	GO:0004318	GO:0005488	GO:0006082	GO:0006629	GO:0006631	GO:0006633	GO:0008150	GO:0008152	GO:0008610	GO:0009058	GO:0009987	GO:0016053	GO:0016491	GO:0016627	GO:0016628	GO:0016740	GO:0016746	GO:0016747	GO:0019752	GO:0032787	GO:0036094	GO:0043436	GO:0044237	GO:0044238	GO:0044249	GO:0044255	GO:0044281	GO:0044283	GO:0046394	GO:0048037	GO:0050662	GO:0051287	GO:0055114	GO:0071704	GO:0072330	GO:0097159	GO:1901265	GO:1901363	GO:1901576 1.3.1.44	1.3.1.9 ko:K00209 ko00061	ko00650	ko01100	ko01120	ko01200	ko01212	map00061	map00650	map01100	map01120	map01200	map01212 M00083 R01171	R04429	R04724	R04955	R04958	R04961	R04966	R04969 RC00052	RC00076 ko00000	ko00001	ko00002	ko01000	ko01004 - - - Eno-Rase_FAD_bd	Eno-Rase_NADH_b	Enoyl_reductase																																																																																																																												
AAG06339.1 287.DR97_4988 7.11e-203 563.0 COG2025@1|root	COG2025@2|Bacteria	1MUFI@1224|Proteobacteria	1RMK7@1236|Gammaproteobacteria	1YDY5@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria C Electron transfer flavoprotein domain etfA - - ko:K03522 - - - - ko00000	ko04147 - - - ETF	ETF_alpha																																																																																																																																																																																														
AAG06340.1 287.DR97_4987 4.53e-160 450.0 COG2086@1|root	COG2086@2|Bacteria	1MVH6@1224|Proteobacteria	1RN6F@1236|Gammaproteobacteria	1YCRD@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria C Electron transfer flavoprotein domain etfB - - ko:K03521 - - - - ko00000 - - - ETF																																																																																																																																																																																																
AAG06341.1 287.DR97_4986 0.0 1131.0 COG0644@1|root	COG2440@1|root	COG0644@2|Bacteria	COG2440@2|Bacteria	1MVU6@1224|Proteobacteria	1RNY5@1236|Gammaproteobacteria	1YDIN@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria C Electron transfer flavoprotein-ubiquinone oxidoreductase	4Fe-4S etfD - 1.5.5.1 ko:K00311 - - - - ko00000	ko01000 - - - ETF_QO	FAD_binding_2	NAD_binding_8	Thi4																																																																																																																																																																																									
AAG06342.1 287.DR97_4985 1.43e-140 396.0 COG3816@1|root	COG3816@2|Bacteria	1RD5Q@1224|Proteobacteria	1S9CC@1236|Gammaproteobacteria	1YFE4@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Protein of unknown function (DUF1285) - - - ko:K09986 - - - - ko00000 - - - DUF1285																																																																																																																																																																																																
AAG06343.1 287.DR97_4984 1.62e-145 410.0 2A4AZ@1|root	30SWJ@2|Bacteria	1NMJA@1224|Proteobacteria	1SH5K@1236|Gammaproteobacteria	1YFVK@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Domain of unknown function (DUF4823) - - - - - - - - - - - - DUF4823																																																																																																																																																																																																
AAG06344.1 287.DR97_4983 2.43e-209 579.0 COG1032@1|root	COG1032@2|Bacteria	1P9J0@1224|Proteobacteria	1RXYN@1236|Gammaproteobacteria	1YEGP@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria C Elongator protein 3	MiaB family	Radical SAM - - - - - - - - - - - - Radical_SAM																																																																																																																																																																																														
AAG06345.1 287.DR97_4982 1.7e-148 418.0 COG1309@1|root	COG1309@2|Bacteria	1RBU9@1224|Proteobacteria	1S2C2@1236|Gammaproteobacteria	1YDH2@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria K WHG domain tetR7 - - - - - - - - - - - TetR_N	WHG																																																																																																																																																																																															
AAG06346.1 287.DR97_4981 1.15e-281 768.0 COG0520@1|root	COG0520@2|Bacteria	1MUPD@1224|Proteobacteria	1RN3S@1236|Gammaproteobacteria	1YDM7@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria E Aminotransferase class-V - - - - - - - - - - - - Aminotran_5																																																																																																																																																																																																
AAG06347.1 287.DR97_4980 2.6e-184 512.0 COG0084@1|root	COG0084@2|Bacteria	1MUC0@1224|Proteobacteria	1RP6E@1236|Gammaproteobacteria	1YE03@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria L TatD related DNase ycfH GO:0003674	GO:0003824	GO:0004518	GO:0004536	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0006139	GO:0006259	GO:0006308	GO:0006725	GO:0006807	GO:0008150	GO:0008152	GO:0009056	GO:0009057	GO:0009987	GO:0016787	GO:0016788	GO:0019439	GO:0034641	GO:0034655	GO:0043170	GO:0044237	GO:0044238	GO:0044248	GO:0044260	GO:0044265	GO:0044270	GO:0044424	GO:0044444	GO:0044464	GO:0046483	GO:0046700	GO:0071704	GO:0090304	GO:0090305	GO:0140097	GO:1901360	GO:1901361	GO:1901575 - ko:K03424 - - - - ko00000	ko01000 - - - TatD_DNase																																																																																																																																																					
AAG06348.1 287.DR97_4979 1.39e-81 241.0 COG3215@1|root	COG3215@2|Bacteria	1RGWZ@1224|Proteobacteria	1S4YE@1236|Gammaproteobacteria	1YG5E@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria NU PilZ domain pilZ - - ko:K02676 - - - - ko00000	ko02035	ko02044 - - - PilZ																																																																																																																																																																																														
AAG06349.1 287.DR97_4978 1.84e-235 647.0 COG0470@1|root	COG0470@2|Bacteria	1MY1W@1224|Proteobacteria	1RNYA@1236|Gammaproteobacteria 1236|Gammaproteobacteria L dna polymerase iii holB GO:0005575	GO:0005622	GO:0005623	GO:0006139	GO:0006259	GO:0006260	GO:0006261	GO:0006725	GO:0006807	GO:0008150	GO:0008152	GO:0009058	GO:0009059	GO:0009360	GO:0009987	GO:0032991	GO:0034641	GO:0034645	GO:0042575	GO:0043170	GO:0044237	GO:0044238	GO:0044249	GO:0044260	GO:0044424	GO:0044464	GO:0046483	GO:0061695	GO:0071704	GO:0090304	GO:1901360	GO:1901576	GO:1902494	GO:1990234 2.7.7.7 ko:K02341 ko00230	ko00240	ko01100	ko03030	ko03430	ko03440	map00230	map00240	map01100	map03030	map03430	map03440 M00260 R00375	R00376	R00377	R00378 RC02795 ko00000	ko00001	ko00002	ko01000	ko03032	ko03400 - - - DNA_pol3_delta2	DNApol3-delta_C																																																																																																																																												
AAG06350.1 287.DR97_4977 1.83e-142 402.0 COG0125@1|root	COG0125@2|Bacteria	1MV9C@1224|Proteobacteria	1S26C@1236|Gammaproteobacteria	1YE7Y@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria F Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis tmk GO:0003674	GO:0003824	GO:0004798	GO:0005575	GO:0005622	GO:0005623	GO:0005737	GO:0005829	GO:0006139	GO:0006220	GO:0006221	GO:0006227	GO:0006233	GO:0006235	GO:0006725	GO:0006753	GO:0006793	GO:0006796	GO:0006807	GO:0008150	GO:0008152	GO:0009041	GO:0009058	GO:0009117	GO:0009123	GO:0009132	GO:0009133	GO:0009138	GO:0009139	GO:0009141	GO:0009142	GO:0009147	GO:0009148	GO:0009165	GO:0009186	GO:0009189	GO:0009196	GO:0009197	GO:0009200	GO:0009202	GO:0009211	GO:0009212	GO:0009219	GO:0009221	GO:0009262	GO:0009263	GO:0009265	GO:0009394	GO:0009987	GO:0015949	GO:0016301	GO:0016310	GO:0016740	GO:0016772	GO:0016776	GO:0018130	GO:0019205	GO:0019438	GO:0019637	GO:0019692	GO:0034641	GO:0034654	GO:0044237	GO:0044238	GO:0044249	GO:0044271	GO:0044281	GO:0044424	GO:0044444	GO:0044464	GO:0046072	GO:0046075	GO:0046077	GO:0046385	GO:0046483	GO:0046940	GO:0050145	GO:0055086	GO:0071704	GO:0072527	GO:0072528	GO:0090407	GO:1901135	GO:1901137	GO:1901293	GO:1901360	GO:1901362	GO:1901564	GO:1901566	GO:1901576 2.7.4.9 ko:K00943 ko00240	ko01100	map00240	map01100 M00053 R02094	R02098 RC00002 ko00000	ko00001	ko00002	ko01000 - - iECABU_c1320.ECABU_c13120	ic_1306.c1370 Thymidylate_kin																																																																																															
AAG06351.1 287.DR97_4976 1.75e-255 700.0 COG1559@1|root	COG1559@2|Bacteria	1MUQF@1224|Proteobacteria	1RMWD@1236|Gammaproteobacteria	1YE3Y@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria S Functions as a peptidoglycan terminase that cleaves nascent peptidoglycan strands endolytically to terminate their elongation mltG GO:0000270	GO:0003674	GO:0003824	GO:0005575	GO:0005623	GO:0005886	GO:0005887	GO:0006022	GO:0006807	GO:0008150	GO:0008152	GO:0008932	GO:0008933	GO:0016020	GO:0016021	GO:0016740	GO:0016757	GO:0030203	GO:0030288	GO:0030313	GO:0031224	GO:0031226	GO:0031975	GO:0042597	GO:0043170	GO:0044425	GO:0044459	GO:0044464	GO:0061783	GO:0071704	GO:0071944	GO:1901135	GO:1901564 - ko:K07082 - - - - ko00000 - - - YceG																																																																																																																																																																
AAG06352.1 287.DR97_4975 1.24e-193 537.0 COG0115@1|root	COG0115@2|Bacteria	1MZAK@1224|Proteobacteria	1RPPG@1236|Gammaproteobacteria	1YEWP@136841|Pseudomonas aeruginosa group 1236|Gammaproteobacteria EH Amino-transferase class IV pabC GO:0003674	GO:0003824	GO:0005488	GO:0006082	GO:0006575	GO:0006725	GO:0006732	GO:0006760	GO:0006807	GO:0008144	GO:0008150	GO:0008152	GO:0008696	GO:0009987	GO:0016829	GO:0016830	GO:0016833	GO:0019752	GO:0019842	GO:0030170	GO:0034641	GO:0036094	GO:0042558	GO:0043167	GO:0043168	GO:0043436	GO:0043603	GO:0044237	GO:0044281	GO:0046483	GO:0048037	GO:0050662	GO:0051186	GO:0070279	GO:0071704	GO:0097159	GO:1901360	GO:1901363	GO:1901564 4.1.3.38 ko:K02619 ko00790	map00790 - R05553 RC01843	RC02148 ko00000	ko00001	ko01000 - - iAPECO1_1312.APECO1_177	iE2348C_1286.E2348C_1188	iECED1_1282.ECED1_1239	iECNA114_1301.ECNA114_1153	iECOK1_1307.ECOK1_1203	iECS88_1305.ECS88_1110	iECSF_1327.ECSF_0995	iECUMN_1333.ECUMN_1273	iJN746.PP_1917	iPC815.YPO1603	iUMN146_1321.UM146_11845	iUTI89_1310.UTI89_C1222	ic_1306.c1366 Aminotran_4																																																																																																																																										
